cm Top_i (cm)                   ,age Top_i (yr BP)              ,char Count_i (#)               ,char Vol_i (cm3)               ,char Con_i (# cm-3)            ,char Acc_i (# cm-2 yr-1)       ,charBkg (# cm-2 yr-1)          ,char Peak (# cm-2 yr-1)        ,thresh 1 (# cm-2 yr-1)         ,thresh 2 (# cm-2 yr-1)         ,thresh 3 (# cm-2 yr-1)         ,thresh FinalPos (# cm-2 yr-1)  ,thresh FinalNeg (# cm-2 yr-1)  ,SNI (index)                    ,thresh GOF (p-val)             ,peaks 1                        ,peaks 2                        ,peaks 3                        ,peaks Final                    ,peaks Insig.                   ,peak Mag (# cm-2 peak-1)       ,smPeak Frequ (peaks 1ka-1)     ,smFRIs (yr*fire-1)             ,nFRIs (#)                      ,mFRI (yr fire-1)               ,mFRI_uCI (yr fire-1)           ,mFRI_lCI (yr fire-1)           ,WBLb (yr)                      ,WBLb_uCI (yr)                  ,WBLb_lCI (yr fire-1)           ,WBLc (unitless)                ,WBLc_uCI (unitless)            ,WBLc_lCI (unitless)            
691                             ,5530                           ,0.0004427                      ,1                              ,0.0004427                      ,3.1621e-005                    ,3.1431e-005                    ,1.9079e-007                    ,7.3658e-006                    ,1.107e-005                     ,1.5222e-005                    ,1.5222e-005                    ,-1.8371e-005                   ,6.9082                         ,0.13351                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,4.3467                         ,224.8736                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
691.7143                        ,5540                           ,0.000435                       ,1                              ,0.000435                       ,3.1071e-005                    ,3.1037e-005                    ,3.4437e-008                    ,7.4873e-006                    ,1.122e-005                     ,1.5404e-005                    ,1.5404e-005                    ,-1.8448e-005                   ,7.1689                         ,0.95924                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,4.3876                         ,222.7858                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
692.4286                        ,5550                           ,0.0004328                      ,1                              ,0.0004328                      ,3.4006e-005                    ,3.0702e-005                    ,3.304e-006                     ,7.5991e-006                    ,1.1358e-005                    ,1.557e-005                     ,1.557e-005                     ,-1.8515e-005                   ,7.4269                         ,0.18961                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,4.4295                         ,220.5792                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
693.2143                        ,5560                           ,0.0004358                      ,1                              ,0.0004358                      ,3.1129e-005                    ,3.0222e-005                    ,9.0627e-007                    ,7.7025e-006                    ,1.1485e-005                    ,1.5725e-005                    ,1.5725e-005                    ,-1.8581e-005                   ,7.6839                         ,0.96349                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,4.4724                         ,218.2573                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
693.9286                        ,5570                           ,0.0003684                      ,1                              ,0.0003684                      ,2.8946e-005                    ,2.9762e-005                    ,-8.1609e-007                   ,7.7987e-006                    ,1.1606e-005                    ,1.5873e-005                    ,1.5873e-005                    ,-1.8653e-005                   ,7.9406                         ,0.95652                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,4.5161                         ,215.8242                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
694.7143                        ,5580                           ,0.0002604                      ,1                              ,0.0002604                      ,1.86e-005                      ,2.9328e-005                    ,-1.0728e-005                   ,7.8897e-006                    ,1.1722e-005                    ,1.6017e-005                    ,1.6017e-005                    ,-1.8735e-005                   ,8.1968                         ,0.98063                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,4.5606                         ,213.284                        ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
695.4286                        ,5590                           ,0.0002548                      ,1                              ,0.0002548                      ,2.002e-005                     ,2.9107e-005                    ,-9.0871e-006                   ,7.9771e-006                    ,1.1835e-005                    ,1.6159e-005                    ,1.6159e-005                    ,-1.8827e-005                   ,8.4515                         ,0.98717                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,4.6059                         ,210.6417                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
696.2143                        ,5600                           ,0.0002488                      ,1                              ,0.0002488                      ,1.9549e-005                    ,2.8909e-005                    ,-9.3609e-006                   ,8.0625e-006                    ,1.1947e-005                    ,1.6301e-005                    ,1.6301e-005                    ,-1.8928e-005                   ,8.7027                         ,0.99004                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,4.6519                         ,207.9028                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
697                             ,5610                           ,0.0002841                      ,1                              ,0.0002841                      ,2.0293e-005                    ,2.8578e-005                    ,-8.2853e-006                   ,8.1471e-006                    ,1.206e-005                     ,1.6445e-005                    ,1.6445e-005                    ,-1.9038e-005                   ,8.9476                         ,0.98857                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,4.6986                         ,205.0734                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
697.7143                        ,5620                           ,0.0002748                      ,1                              ,0.0002748                      ,2.1591e-005                    ,2.8291e-005                    ,-6.6991e-006                   ,8.2315e-006                    ,1.2173e-005                    ,1.6591e-005                    ,1.6591e-005                    ,-1.9155e-005                   ,9.1834                         ,0.98835                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,4.7458                         ,202.1604                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
698.5                           ,5630                           ,0.0003081                      ,1                              ,0.0003081                      ,2.3107e-005                    ,2.8053e-005                    ,-4.9453e-006                   ,8.3158e-006                    ,1.2287e-005                    ,1.6739e-005                    ,1.6739e-005                    ,-1.9277e-005                   ,9.4066                         ,0.96715                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,4.7937                         ,199.1713                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
699.25                          ,5640                           ,0.0003032                      ,1                              ,0.0003032                      ,2.274e-005                     ,2.787e-005                     ,-5.13e-006                     ,8.3995e-006                    ,1.2401e-005                    ,1.6886e-005                    ,1.6886e-005                    ,-1.9404e-005                   ,9.614                          ,0.91173                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,4.8421                         ,196.1143                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
700                             ,5650                           ,0.0003105                      ,1                              ,0.0003105                      ,2.3288e-005                    ,2.7745e-005                    ,-4.4573e-006                   ,8.482e-006                     ,1.2514e-005                    ,1.7033e-005                    ,1.7033e-005                    ,-1.9532e-005                   ,9.802                          ,0.89137                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,4.8912                         ,192.9982                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
700.75                          ,5660                           ,0.0002881                      ,1                              ,0.0002881                      ,2.1607e-005                    ,2.7679e-005                    ,-6.0711e-006                   ,8.5626e-006                    ,1.2624e-005                    ,1.7177e-005                    ,1.7177e-005                    ,-1.9659e-005                   ,9.9674                         ,0.82582                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,4.9408                         ,189.8324                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
701.5                           ,5670                           ,0.000264                       ,1                              ,0.000264                       ,2.0743e-005                    ,2.767e-005                     ,-6.9267e-006                   ,8.6409e-006                    ,1.2732e-005                    ,1.7317e-005                    ,1.7317e-005                    ,-1.9783e-005                   ,10.1068                        ,0.8683                         ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,4.9911                         ,186.627                        ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
702.2857                        ,5680                           ,0.0002992                      ,1                              ,0.0002992                      ,2.3509e-005                    ,2.7713e-005                    ,-4.204e-006                    ,8.7165e-006                    ,1.2835e-005                    ,1.7452e-005                    ,1.7452e-005                    ,-1.9901e-005                   ,10.2175                        ,0.95299                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,5.042                          ,183.3924                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
703.0714                        ,5690                           ,0.0002744                      ,1                              ,0.0002744                      ,2.0907e-005                    ,2.78e-005                      ,-6.8932e-006                   ,8.7892e-006                    ,1.2934e-005                    ,1.7581e-005                    ,1.7581e-005                    ,-2.0012e-005                   ,10.2972                        ,0.94477                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,5.0936                         ,180.14                         ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
703.8333                        ,5700                           ,0.0003502                      ,1                              ,0.0003502                      ,2.6265e-005                    ,2.7922e-005                    ,-1.657e-006                    ,8.8592e-006                    ,1.3029e-005                    ,1.7703e-005                    ,1.7703e-005                    ,-2.0113e-005                   ,10.3444                        ,0.95417                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,5.1459                         ,176.8814                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
704.5833                        ,5710                           ,0.0003345                      ,1                              ,0.0003345                      ,2.5884e-005                    ,2.8068e-005                    ,-2.184e-006                    ,8.927e-006                     ,1.312e-005                     ,1.7819e-005                    ,1.7819e-005                    ,-2.0203e-005                   ,10.3587                        ,0.95326                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,5.1989                         ,173.6284                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
705.3571                        ,5720                           ,0.0003478                      ,1                              ,0.0003478                      ,2.7327e-005                    ,2.8227e-005                    ,-9.0016e-007                   ,8.9931e-006                    ,1.3207e-005                    ,1.7929e-005                    ,1.7929e-005                    ,-2.0282e-005                   ,10.3411                        ,0.9438                         ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,5.2528                         ,170.393                        ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
706.1429                        ,5730                           ,0.0003735                      ,1                              ,0.0003735                      ,2.8902e-005                    ,2.8392e-005                    ,5.0963e-007                    ,9.0584e-006                    ,1.3291e-005                    ,1.8035e-005                    ,1.8035e-005                    ,-2.035e-005                    ,10.2945                        ,0.92997                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,5.314                          ,167.8039                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
706.9167                        ,5740                           ,0.0004248                      ,1                              ,0.0004248                      ,3.186e-005                     ,2.856e-005                     ,3.2999e-006                    ,9.1242e-006                    ,1.3375e-005                    ,1.8139e-005                    ,1.8139e-005                    ,-2.0408e-005                   ,10.2235                        ,0.90954                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,5.3772                         ,165.32                         ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
707.6667                        ,5750                           ,0.0003286                      ,1                              ,0.0003286                      ,2.7383e-005                    ,2.8733e-005                    ,-1.3493e-006                   ,9.1918e-006                    ,1.3459e-005                    ,1.8242e-005                    ,1.8242e-005                    ,-2.0456e-005                   ,10.1338                        ,0.90469                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,5.4421                         ,162.9137                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
708.5                           ,5760                           ,0.0003876                      ,1                              ,0.0003876                      ,2.907e-005                     ,2.8913e-005                    ,1.5728e-007                    ,9.2633e-006                    ,1.3546e-005                    ,1.8347e-005                    ,1.8347e-005                    ,-2.0495e-005                   ,10.0318                        ,0.81875                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,5.5082                         ,160.5581                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
709.25                          ,5770                           ,0.0004471                      ,1                              ,0.0004471                      ,3.3532e-005                    ,2.9104e-005                    ,4.428e-006                     ,9.3406e-006                    ,1.364e-005                     ,1.8458e-005                    ,1.8458e-005                    ,-2.0529e-005                   ,9.9241                         ,0.67134                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,5.5752                         ,158.2328                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
710                             ,5780                           ,0.0004864                      ,1                              ,0.0004864                      ,4.0533e-005                    ,2.9311e-005                    ,1.1222e-005                    ,9.4261e-006                    ,1.3741e-005                    ,1.8578e-005                    ,1.8578e-005                    ,-2.0557e-005                   ,9.8163                         ,0.5984                         ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,5.6428                         ,155.9239                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
710.8333                        ,5790                           ,0.0008688                      ,1                              ,0.0008688                      ,6.516e-005                     ,2.9537e-005                    ,3.5623e-005                    ,9.5212e-006                    ,1.3854e-005                    ,1.871e-005                     ,1.871e-005                     ,-2.0583e-005                   ,9.7123                         ,0.53159                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,5.7108                         ,153.6231                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
711.5833                        ,5800                           ,0.002445                       ,1                              ,0.002445                       ,0.00020375                     ,2.9785e-005                    ,0.00017396                     ,9.6269e-006                    ,1.3978e-005                    ,1.8856e-005                    ,1.8856e-005                    ,-2.0607e-005                   ,9.6124                         ,0.511                          ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,5.7791                         ,151.3256                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
712.4167                        ,5810                           ,0.0011872                      ,1                              ,0.0011872                      ,9.4693e-005                    ,3.006e-005                     ,6.4633e-005                    ,9.7435e-006                    ,1.4115e-005                    ,1.9015e-005                    ,1.9015e-005                    ,-2.0631e-005                   ,9.5142                         ,0.49269                        ,0                              ,1                              ,1                              ,1                              ,0                              ,0.0026117                      ,5.8476                         ,149.0291                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
713.2143                        ,5820                           ,0.0005626                      ,1                              ,0.0005626                      ,4.4204e-005                    ,3.0361e-005                    ,1.3844e-005                    ,9.8715e-006                    ,1.4265e-005                    ,1.919e-005                     ,1.919e-005                     ,-2.0656e-005                   ,9.4155                         ,0.41146                        ,1                              ,0                              ,0                              ,0                              ,0                              ,0                              ,5.9163                         ,146.7326                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
714                             ,5830                           ,0.0004162                      ,1                              ,0.0004162                      ,3.4683e-005                    ,3.0685e-005                    ,3.998e-006                     ,1.0011e-005                    ,1.4429e-005                    ,1.9381e-005                    ,1.9381e-005                    ,-2.0683e-005                   ,9.3142                         ,0.32528                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,5.985                          ,144.4364                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
714.8333                        ,5840                           ,0.0006092                      ,1                              ,0.0006092                      ,4.569e-005                     ,3.1027e-005                    ,1.4663e-005                    ,1.0162e-005                    ,1.4606e-005                    ,1.9587e-005                    ,1.9587e-005                    ,-2.0713e-005                   ,9.2085                         ,0.34779                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.0539                         ,142.1408                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
715.5833                        ,5850                           ,0.000852                       ,1                              ,0.000852                       ,7.1e-005                       ,3.1378e-005                    ,3.9622e-005                    ,1.0322e-005                    ,1.4794e-005                    ,1.9806e-005                    ,1.9806e-005                    ,-2.0747e-005                   ,9.0972                         ,0.38959                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.1229                         ,139.8466                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
716.4167                        ,5860                           ,0.0011152                      ,1                              ,0.0011152                      ,9.2933e-005                    ,3.1728e-005                    ,6.1205e-005                    ,1.0489e-005                    ,1.499e-005                     ,2.0035e-005                    ,2.0035e-005                    ,-2.0783e-005                   ,8.9799                         ,0.50223                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.1919                         ,137.5548                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
717.25                          ,5870                           ,0.0011636                      ,1                              ,0.0011636                      ,9.5581e-005                    ,3.2072e-005                    ,6.351e-005                     ,1.0661e-005                    ,1.5192e-005                    ,2.027e-005                     ,2.027e-005                     ,-2.082e-005                    ,8.8564                         ,0.42606                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.261                          ,135.2663                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
718.0714                        ,5880                           ,0.0013892                      ,1                              ,0.0013892                      ,0.00010584                     ,3.2339e-005                    ,7.3505e-005                    ,1.0833e-005                    ,1.5394e-005                    ,2.0506e-005                    ,2.0506e-005                    ,-2.0857e-005                   ,8.7271                         ,0.42635                        ,1                              ,1                              ,1                              ,1                              ,0                              ,0.0020439                      ,6.3302                         ,132.9821                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
718.8333                        ,5890                           ,0.0005044                      ,1                              ,0.0005044                      ,4.2033e-005                    ,3.265e-005                     ,9.3832e-006                    ,1.1003e-005                    ,1.5594e-005                    ,2.074e-005                     ,2.074e-005                     ,-2.0894e-005                   ,8.5926                         ,0.59912                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.3994                         ,130.7029                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
719.6667                        ,5900                           ,0.0003312                      ,1                              ,0.0003312                      ,2.76e-005                      ,3.2951e-005                    ,-5.3511e-006                   ,1.1168e-005                    ,1.5788e-005                    ,2.0966e-005                    ,2.0966e-005                    ,-2.0931e-005                   ,8.4534                         ,0.60282                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.4687                         ,128.4298                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
720.5                           ,5910                           ,0.0004812                      ,1                              ,0.0004812                      ,4.01e-005                      ,3.3242e-005                    ,6.8583e-006                    ,1.132e-005                     ,1.5969e-005                    ,2.118e-005                     ,2.118e-005                     ,-2.0981e-005                   ,0                              ,0.77119                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.5381                         ,126.1636                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
721.3333                        ,5920                           ,0.000716                       ,1                              ,0.000716                       ,5.9667e-005                    ,3.3436e-005                    ,2.6231e-005                    ,1.1443e-005                    ,1.612e-005                     ,2.1364e-005                    ,2.1364e-005                    ,-2.1059e-005                   ,0                              ,0.86933                        ,1                              ,1                              ,1                              ,1                              ,0                              ,4.867e-005                     ,6.6076                         ,123.905                        ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
722.1667                        ,5930                           ,0.0004666                      ,1                              ,0.0004666                      ,3.8883e-005                    ,3.3616e-005                    ,5.2674e-006                    ,1.1523e-005                    ,1.623e-005                     ,2.1506e-005                    ,2.1506e-005                    ,-2.118e-005                    ,0                              ,0.95351                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.6772                         ,121.6549                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
723                             ,5940                           ,0.0002912                      ,1                              ,0.0002912                      ,2.4267e-005                    ,3.3785e-005                    ,-9.5184e-006                   ,1.1553e-005                    ,1.6289e-005                    ,2.1598e-005                    ,2.1598e-005                    ,-2.1353e-005                   ,0                              ,0.94298                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.7468                         ,119.414                        ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
723.8333                        ,5950                           ,0.0002968                      ,1                              ,0.0002968                      ,2.5723e-005                    ,3.3947e-005                    ,-8.2241e-006                   ,1.152e-005                     ,1.6284e-005                    ,2.1624e-005                    ,2.1624e-005                    ,-2.1584e-005                   ,0                              ,0.99439                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,6.8166                         ,117.1829                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
