cm Top_i (cm)                   ,age Top_i (yr BP)              ,char Count_i (#)               ,char Vol_i (cm3)               ,char Con_i (# cm-3)            ,char Acc_i (# cm-2 yr-1)       ,charBkg (# cm-2 yr-1)          ,char Peak (# cm-2 yr-1)        ,thresh 1 (# cm-2 yr-1)         ,thresh 2 (# cm-2 yr-1)         ,thresh 3 (# cm-2 yr-1)         ,thresh FinalPos (# cm-2 yr-1)  ,thresh FinalNeg (# cm-2 yr-1)  ,SNI (index)                    ,thresh GOF (p-val)             ,peaks 1                        ,peaks 2                        ,peaks 3                        ,peaks Final                    ,peaks Insig.                   ,peak Mag (# cm-2 peak-1)       ,smPeak Frequ (peaks 1ka-1)     ,smFRIs (yr*fire-1)             ,nFRIs (#)                      ,mFRI (yr fire-1)               ,mFRI_uCI (yr fire-1)           ,mFRI_lCI (yr fire-1)           ,WBLb (yr)                      ,WBLb_uCI (yr)                  ,WBLb_lCI (yr fire-1)           ,WBLc (unitless)                ,WBLc_uCI (unitless)            ,WBLc_lCI (unitless)            
510.7                           ,3450                           ,4.3                            ,3                              ,1.4333                         ,0.129                          ,0.38623                        ,-0.25723                       ,0.79292                        ,1.09                           ,1.4231                         ,1.4231                         ,-1.2716                        ,41.4135                        ,5.6172e-005                    ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,8.7145                         ,110.2792                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
511.6                           ,3460                           ,6.3                            ,3                              ,2.1                            ,0.21                           ,0.3845                         ,-0.1745                        ,0.87979                        ,1.2071                         ,1.574                          ,1.574                          ,-1.3945                        ,43.8544                        ,7.7763e-006                    ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,8.7222                         ,110.4363                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
512.6                           ,3470                           ,15.5                           ,3                              ,5.1667                         ,0.51667                        ,0.38288                        ,0.13379                        ,0.97762                        ,1.3391                         ,1.7442                         ,1.7442                         ,-1.5337                        ,46.2939                        ,0.27611                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,8.7304                         ,110.5708                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
513.6                           ,3480                           ,11.6                           ,3                              ,3.8667                         ,0.348                          ,0.38137                        ,-0.033369                      ,1.0826                         ,1.4807                         ,1.927                          ,1.927                          ,-1.6837                        ,48.7403                        ,0.17914                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,8.739                          ,110.6802                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
514.5                           ,3490                           ,6.5                            ,3                              ,2.1667                         ,0.21667                        ,0.38116                        ,-0.1645                        ,1.1907                         ,1.6267                         ,2.1154                         ,2.1154                         ,-1.8386                        ,51.1997                        ,0.23365                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,8.7479                         ,110.7617                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
515.5                           ,3500                           ,19                             ,3                              ,6.3333                         ,0.63333                        ,0.3815                         ,0.25183                        ,1.2983                         ,1.772                          ,2.303                          ,2.303                          ,-1.9932                        ,53.6752                        ,0.14527                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,8.7569                         ,110.8132                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
516.5                           ,3510                           ,16.4                           ,3                              ,5.4667                         ,0.492                          ,0.38089                        ,0.11111                        ,1.4019                         ,1.912                          ,2.4838                         ,2.4838                         ,-2.1423                        ,56.1665                        ,0.12187                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,8.7661                         ,110.8328                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
517.4                           ,3520                           ,8                              ,3                              ,2.6667                         ,0.24889                        ,0.38042                        ,-0.13153                       ,1.4988                         ,2.0429                         ,2.6529                         ,2.6529                         ,-2.2821                        ,58.6698                        ,0.14843                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,8.7754                         ,110.819                        ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
518.3333                        ,3530                           ,9.4                            ,3                              ,3.1333                         ,0.30289                        ,0.38008                        ,-0.077188                      ,1.5866                         ,2.1616                         ,2.8062                         ,2.8062                         ,-2.4091                        ,61.1776                        ,0.14506                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,8.7846                         ,110.7707                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
519.3                           ,3540                           ,9.4                            ,3                              ,3.1333                         ,0.282                          ,0.37985                        ,-0.097848                      ,1.6637                         ,2.2659                         ,2.941                          ,2.941                          ,-2.521                         ,63.678                         ,0.12745                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,8.7938                         ,110.687                        ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
520.2                           ,3550                           ,9.2                            ,3                              ,3.0667                         ,0.29644                        ,0.37968                        ,-0.083234                      ,1.729                          ,2.3543                         ,3.0553                         ,3.0553                         ,-2.6162                        ,66.1547                        ,0.043783                       ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,8.8029                         ,110.5675                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
521.1667                        ,3560                           ,18.7                           ,3                              ,6.2333                         ,0.57139                        ,0.37948                        ,0.19191                        ,1.782                          ,2.4262                         ,3.1484                         ,3.1484                         ,-2.6941                        ,68.5877                        ,0.020628                       ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,8.8119                         ,110.412                        ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
522.0833                        ,3570                           ,2                              ,3                              ,0.66667                        ,0.061111                       ,0.37832                        ,-0.31721                       ,1.8228                         ,2.4816                         ,3.2201                         ,3.2201                         ,-2.7547                        ,70.9547                        ,0.16386                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,8.8207                         ,110.2207                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
523                             ,3580                           ,2.6                            ,3                              ,0.86667                        ,0.078                          ,0.37882                        ,-0.30082                       ,1.8518                         ,2.5211                         ,3.2714                         ,3.2714                         ,-2.7986                        ,73.233                         ,0.21876                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,8.8294                         ,109.9943                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
523.9                           ,3590                           ,3.1                            ,3                              ,1.0333                         ,0.096444                       ,0.37839                        ,-0.28195                       ,1.8699                         ,2.5459                         ,3.3037                         ,3.3037                         ,-2.827                         ,75.3973                        ,0.2008                         ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,8.8379                         ,109.7337                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
524.8333                        ,3600                           ,27.8                           ,3                              ,9.2667                         ,0.80311                        ,0.37803                        ,0.42508                        ,1.8784                         ,2.5578                         ,3.3193                         ,3.3193                         ,-2.8419                        ,77.4159                        ,0.19814                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,8.8463                         ,109.4401                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
525.7                           ,3610                           ,9                              ,3                              ,3                              ,0.27                           ,0.37785                        ,-0.10785                       ,1.8791                         ,2.5592                         ,3.3214                         ,3.3214                         ,-2.8457                        ,79.2537                        ,0.14616                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,8.8545                         ,109.1151                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
526.6                           ,3620                           ,4.8                            ,3                              ,1.6                            ,0.144                          ,0.37789                        ,-0.23389                       ,1.874                          ,2.5526                         ,3.3132                         ,3.3132                         ,-2.841                         ,80.8772                        ,0.15765                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,8.8626                         ,108.7605                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
527.5                           ,3630                           ,7                              ,3                              ,2.3333                         ,0.21389                        ,0.37813                        ,-0.16424                       ,1.8651                         ,2.5409                         ,3.2985                         ,3.2985                         ,-2.8307                        ,82.2582                        ,0.013971                       ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,8.8707                         ,108.3783                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
528.4167                        ,3640                           ,14                             ,3                              ,4.6667                         ,0.41222                        ,0.37854                        ,0.033682                       ,1.8547                         ,2.5272                         ,3.281                          ,3.281                          ,-2.818                         ,83.377                         ,0.016764                       ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,8.8788                         ,107.9707                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
529.3                           ,3650                           ,16.6                           ,3                              ,5.5333                         ,0.47956                        ,0.37903                        ,0.10052                        ,1.8449                         ,2.5143                         ,3.2645                         ,3.2645                         ,-2.8058                        ,84.2251                        ,9.8341e-010                    ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,8.887                          ,107.5401                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
530.1667                        ,3660                           ,23                             ,3                              ,7.6667                         ,0.70278                        ,0.37952                        ,0.32326                        ,1.8374                         ,2.5043                         ,3.2518                         ,3.2518                         ,-2.7963                        ,84.8073                        ,0.12393                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,8.8955                         ,107.0889                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
531.0833                        ,3670                           ,38                             ,3                              ,12.6667                        ,1.0556                         ,0.3799                         ,0.67565                        ,1.8316                         ,2.4966                         ,3.242                          ,3.242                          ,-2.7887                        ,85.1414                        ,0.097646                       ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,8.9043                         ,106.6196                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
531.9167                        ,3680                           ,82.2                           ,3                              ,27.4                           ,2.2833                         ,0.38015                        ,1.9032                         ,1.8265                         ,2.4897                         ,3.233                          ,3.233                          ,-2.7813                        ,85.2534                        ,0.18664                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,8.9137                         ,106.1346                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
532.75                          ,3690                           ,126.5                          ,3                              ,42.1667                        ,3.8653                         ,0.38026                        ,3.485                          ,1.8206                         ,2.4816                         ,3.2225                         ,3.2225                         ,-2.7719                        ,85.1733                        ,0.23055                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,8.9237                         ,105.6365                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
533.6667                        ,3700                           ,426                            ,3                              ,142                            ,11.8333                        ,0.38242                        ,11.4509                        ,1.8122                         ,2.4699                         ,3.2072                         ,3.2072                         ,-2.7579                        ,84.9329                        ,0.2229                         ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,8.9345                         ,105.1274                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
534.5                           ,3710                           ,1464                           ,1                              ,1464                           ,122                            ,0.38241                        ,121.6176                       ,1.799                          ,2.4517                         ,3.1834                         ,3.1834                         ,-2.7364                        ,84.568                         ,0.19784                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,8.9463                         ,104.6094                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
535.3333                        ,3720                           ,419.4                          ,2.6                            ,335                            ,27.9167                        ,0.38221                        ,27.5345                        ,1.7788                         ,2.424                          ,3.1472                         ,3.1472                         ,-2.7041                        ,84.1129                        ,0.27275                        ,1                              ,1                              ,1                              ,1                              ,0                              ,1967.2614                      ,8.9591                         ,104.0842                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
536.1667                        ,3730                           ,39.6                           ,3                              ,13.2                           ,1.1                            ,0.38189                        ,0.71811                        ,1.7502                         ,2.3847                         ,3.096                          ,3.096                          ,-2.659                         ,83.6038                        ,0.28066                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,8.9731                         ,103.5532                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
537                             ,3740                           ,13                             ,3                              ,4.3333                         ,0.39                           ,0.38158                        ,0.0084217                      ,1.712                          ,2.3326                         ,3.0281                         ,3.0281                         ,-2.5998                        ,83.0702                        ,0.16196                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,8.9884                         ,103.0172                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
537.9                           ,3750                           ,4                              ,3                              ,1.3333                         ,0.11333                        ,0.38135                        ,-0.26802                       ,1.6636                         ,2.2665                         ,2.9422                         ,2.9422                         ,-2.5253                        ,82.5326                        ,0.15407                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,9.005                          ,102.4768                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
538.75                          ,3760                           ,7.5                            ,3                              ,2.5                            ,0.20833                        ,0.38121                        ,-0.17287                       ,1.6046                         ,2.186                          ,2.8378                         ,2.8378                         ,-2.4353                        ,82.0037                        ,0.18055                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,9.0229                         ,101.9328                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
539.5833                        ,3770                           ,23                             ,3                              ,7.6667                         ,0.63889                        ,0.38112                        ,0.25777                        ,1.5353                         ,2.0916                         ,2.7152                         ,2.7152                         ,-2.3302                        ,81.4886                        ,0.15049                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,9.0424                         ,101.3859                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
540.4167                        ,3780                           ,1206.7                         ,3                              ,402.2333                       ,33.5194                        ,0.37806                        ,33.1414                        ,1.4564                         ,1.9842                         ,2.5759                         ,2.5759                         ,-2.2113                        ,80.985                         ,0.18121                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,9.0632                         ,100.8368                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
541.25                          ,3790                           ,2366                           ,3                              ,788.6667                       ,59.15                          ,0.37783                        ,58.7722                        ,1.3693                         ,1.8658                         ,2.4223                         ,2.4223                         ,-2.0805                        ,80.4858                        ,0.19656                        ,0                              ,1                              ,1                              ,1                              ,0                              ,956.0682                       ,9.0854                         ,100.2864                       ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
542                             ,3800                           ,68.4                           ,3                              ,22.8                           ,2.052                          ,0.37755                        ,1.6745                         ,1.2761                         ,1.7391                         ,2.2581                         ,2.2581                         ,-1.941                         ,79.9803                        ,0.20088                        ,1                              ,0                              ,0                              ,0                              ,0                              ,0                              ,9.109                          ,99.7353                        ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
542.9                           ,3810                           ,7.4                            ,1.5                            ,4.9333                         ,0.38057                        ,0.37714                        ,0.0034315                      ,1.1795                         ,1.6079                         ,2.088                          ,2.088                          ,-1.7968                        ,79.4512                        ,0.15034                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,9.1339                         ,99.1845                        ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
543.6714                        ,3820                           ,4                              ,1.5                            ,2.6667                         ,0.22857                        ,0.37645                        ,-0.14788                       ,1.0829                         ,1.4767                         ,1.9181                         ,1.9181                         ,-1.6529                        ,78.8674                        ,0.13723                        ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,9.1599                         ,98.6348                        ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
544.5286                        ,3830                           ,9.4                            ,1.5                            ,6.2667                         ,0.48343                        ,0.37533                        ,0.10809                        ,0.99009                        ,1.3506                         ,1.7547                         ,1.7547                         ,-1.5147                        ,78.187                         ,0.019083                       ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,9.1869                         ,98.087                         ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
545.3                           ,3840                           ,3.5                            ,1.5                            ,2.3333                         ,0.2                            ,0.37372                        ,-0.17372                       ,0.9048                         ,1.2348                         ,1.6046                         ,1.6046                         ,-1.3878                        ,77.3661                        ,0.017849                       ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,9.2148                         ,97.5417                        ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
546.1571                        ,3850                           ,5.2                            ,1.5                            ,3.4667                         ,0.29219                        ,0.37156                        ,-0.079372                      ,0.83075                        ,1.1342                         ,1.4743                         ,1.4743                         ,-1.2776                        ,76.3675                        ,0.0095624                      ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,9.2435                         ,96.9995                        ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
547                             ,3860                           ,119.6                          ,3                              ,39.8667                        ,3.3222                         ,0.36884                        ,2.9534                         ,0.77102                        ,1.0531                         ,1.3692                         ,1.3692                         ,-1.1886                        ,75.1655                        ,0.0027415                      ,1                              ,1                              ,1                              ,1                              ,0                              ,15.8419                        ,9.2727                         ,96.4609                        ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
547.8333                        ,3870                           ,24.4                           ,3                              ,8.1333                         ,0.61                           ,0.3656                         ,0.2444                         ,0.72762                        ,0.99409                        ,1.2928                         ,1.2928                         ,-1.1238                        ,73.7495                        ,0.0046441                      ,0                              ,0                              ,0                              ,0                              ,0                              ,0                              ,9.3023                         ,95.9262                        ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            ,NaN                            
